4,2,7,4,1,7,34,29,57,0
2,7,4,1,7,34,29,57,0,16
7,4,1,7,34,29,57,0,16,3
4,1,7,34,29,57,0,16,3,61
1,7,34,29,57,0,16,3,61,3
7,34,29,57,0,16,3,61,3,19
34,29,57,0,16,3,61,3,19,9
29,57,0,16,3,61,3,19,9,2
57,0,16,3,61,3,19,9,2,10
0,16,3,61,3,19,9,2,10,20
6,4,64,37,18,23,37,52,8,21
4,64,37,18,23,37,52,8,21,46
64,37,18,23,37,52,8,21,46,51
37,18,23,37,52,8,21,46,51,24
18,23,37,52,8,21,46,51,24,11
23,37,52,8,21,46,51,24,11,29
37,52,8,21,46,51,24,11,29,8
52,8,21,46,51,24,11,29,8,39
8,21,46,51,24,11,29,8,39,31
21,46,51,24,11,29,8,39,31,60
46,51,24,11,29,8,39,31,60,13
51,24,11,29,8,39,31,60,13,12
24,11,29,8,39,31,60,13,12,23
11,29,8,39,31,60,13,12,23,29
29,8,39,31,60,13,12,23,29,30
39,26,15,30,24,20,31,33,21,9
26,15,30,24,20,31,33,21,9,8
15,30,24,20,31,33,21,9,8,12
30,24,20,31,33,21,9,8,12,10
24,20,31,33,21,9,8,12,10,-1
20,31,33,21,9,8,12,10,-1,-1
31,33,21,9,8,12,10,-1,-1,9
33,21,9,8,12,10,-1,-1,9,5
21,9,8,12,10,-1,-1,9,5,34
9,8,12,10,-1,-1,9,5,34,0
8,12,10,-1,-1,9,5,34,0,0
12,10,-1,-1,9,5,34,0,0,6
10,-1,-1,9,5,34,0,0,6,2
-1,-1,9,5,34,0,0,6,2,18
-1,9,5,34,0,0,6,2,18,0
1,17,5,4,6,11,7,1,5,7
17,5,4,6,11,7,1,5,7,0
5,4,6,11,7,1,5,7,0,11
4,6,11,7,1,5,7,0,11,6
6,11,7,1,5,7,0,11,6,6
11,7,1,5,7,0,11,6,6,0
7,1,5,7,0,11,6,6,0,0
1,5,7,0,11,6,6,0,0,24
5,7,0,11,6,6,0,0,24,9
7,0,11,6,6,0,0,24,9,24
0,11,6,6,0,0,24,9,24,0
11,6,6,0,0,24,9,24,0,17
6,6,0,0,24,9,24,0,17,4
6,0,0,24,9,24,0,17,4,15
0,0,24,9,24,0,17,4,15,0
5,17,70,22,15,17,17,7,14,22
17,70,22,15,17,17,7,14,22,12
70,22,15,17,17,7,14,22,12,4
22,15,17,17,7,14,22,12,4,3
15,17,17,7,14,22,12,4,3,7
17,17,7,14,22,12,4,3,7,12
17,7,14,22,12,4,3,7,12,14
7,14,22,12,4,3,7,12,14,25
14,22,12,4,3,7,12,14,25,22
22,12,4,3,7,12,14,25,22,9
12,4,3,7,12,14,25,22,9,25
4,3,7,12,14,25,22,9,25,12
3,7,12,14,25,22,9,25,12,19
7,12,14,25,22,9,25,12,19,20
12,14,25,22,9,25,12,19,20,1
13,13,21,11,5,9,7,2,5,12
13,21,11,5,9,7,2,5,12,14
21,11,5,9,7,2,5,12,14,13
11,5,9,7,2,5,12,14,13,6
5,9,7,2,5,12,14,13,6,11
9,7,2,5,12,14,13,6,11,5
7,2,5,12,14,13,6,11,5,9
2,5,12,14,13,6,11,5,9,32
5,12,14,13,6,11,5,9,32,10
12,14,13,6,11,5,9,32,10,18
14,13,6,11,5,9,32,10,18,11
13,6,11,5,9,32,10,18,11,16
6,11,5,9,32,10,18,11,16,20
11,5,9,32,10,18,11,16,20,22
5,9,32,10,18,11,16,20,22,20
16,5,8,30,10,2,25,6,15,25
5,8,30,10,2,25,6,15,25,29
8,30,10,2,25,6,15,25,29,33
30,10,2,25,6,15,25,29,33,18
10,2,25,6,15,25,29,33,18,17
2,25,6,15,25,29,33,18,17,20
25,6,15,25,29,33,18,17,20,25
6,15,25,29,33,18,17,20,25,9
15,25,29,33,18,17,20,25,9,23
25,29,33,18,17,20,25,9,23,17
29,33,18,17,20,25,9,23,17,3
33,18,17,20,25,9,23,17,3,12
18,17,20,25,9,23,17,3,12,7
17,20,25,9,23,17,3,12,7,4
20,25,9,23,17,3,12,7,4,10
14,20,24,34,21,16,29,40,90,28
20,24,34,21,16,29,40,90,28,8
24,34,21,16,29,40,90,28,8,11
34,21,16,29,40,90,28,8,11,14
21,16,29,40,90,28,8,11,14,22
16,29,40,90,28,8,11,14,22,13
29,40,90,28,8,11,14,22,13,50
40,90,28,8,11,14,22,13,50,19
90,28,8,11,14,22,13,50,19,0
28,8,11,14,22,13,50,19,0,14
8,11,14,22,13,50,19,0,14,26
11,14,22,13,50,19,0,14,26,14
14,22,13,50,19,0,14,26,14,6
22,13,50,19,0,14,26,14,6,6
13,50,19,0,14,26,14,6,6,0
-1,11,0,8,17,0,12,21,20,0
11,0,8,17,0,12,21,20,0,19
0,8,17,0,12,21,20,0,19,11
8,17,0,12,21,20,0,19,11,22
17,0,12,21,20,0,19,11,22,38
0,12,21,20,0,19,11,22,38,6
12,21,20,0,19,11,22,38,6,12
21,20,0,19,11,22,38,6,12,27
20,0,19,11,22,38,6,12,27,17
0,19,11,22,38,6,12,27,17,53
19,11,22,38,6,12,27,17,53,17
11,22,38,6,12,27,17,53,17,26
22,38,6,12,27,17,53,17,26,2
38,6,12,27,17,53,17,26,2,13
6,12,27,17,53,17,26,2,13,1
35,30,20,20,81,46,31,60,9,0
30,20,20,81,46,31,60,9,0,24
20,20,81,46,31,60,9,0,24,52
20,81,46,31,60,9,0,24,52,13
81,46,31,60,9,0,24,52,13,21
46,31,60,9,0,24,52,13,21,5
31,60,9,0,24,52,13,21,5,7
60,9,0,24,52,13,21,5,7,23
9,0,24,52,13,21,5,7,23,24
0,24,52,13,21,5,7,23,24,41
24,52,13,21,5,7,23,24,41,48
52,13,21,5,7,23,24,41,48,29
13,21,5,7,23,24,41,48,29,8
21,5,7,23,24,41,48,29,8,13
5,7,23,24,41,48,29,8,13,31
4,21,36,13,0,4,1,1,10,1
21,36,13,0,4,1,1,10,1,1
36,13,0,4,1,1,10,1,1,27
13,0,4,1,1,10,1,1,27,35
0,4,1,1,10,1,1,27,35,46
4,1,1,10,1,1,27,35,46,0
1,1,10,1,1,27,35,46,0,12
1,10,1,1,27,35,46,0,12,3
10,1,1,27,35,46,0,12,3,47
1,1,27,35,46,0,12,3,47,3
1,27,35,46,0,12,3,47,3,20
27,35,46,0,12,3,47,3,20,3
35,46,0,12,3,47,3,20,3,4
46,0,12,3,47,3,20,3,4,8
0,12,3,47,3,20,3,4,8,18
1,7,61,28,19,34,40,43,15,16
7,61,28,19,34,40,43,15,16,44
61,28,19,34,40,43,15,16,44,51
28,19,34,40,43,15,16,44,51,18
19,34,40,43,15,16,44,51,18,3
34,40,43,15,16,44,51,18,3,4
40,43,15,16,44,51,18,3,4,20
43,15,16,44,51,18,3,4,20,41
15,16,44,51,18,3,4,20,41,22
16,44,51,18,3,4,20,41,22,57
44,51,18,3,4,20,41,22,57,6
51,18,3,4,20,41,22,57,6,12
18,3,4,20,41,22,57,6,12,27
3,4,20,41,22,57,6,12,27,30
4,20,41,22,57,6,12,27,30,29
37,22,24,25,29,20,24,31,22,9
22,24,25,29,20,24,31,22,9,14
24,25,29,20,24,31,22,9,14,3
25,29,20,24,31,22,9,14,3,4
29,20,24,31,22,9,14,3,4,-1
20,24,31,22,9,14,3,4,-1,-1
24,31,22,9,14,3,4,-1,-1,15
31,22,9,14,3,4,-1,-1,15,0
22,9,14,3,4,-1,-1,15,0,20
9,14,3,4,-1,-1,15,0,20,0
14,3,4,-1,-1,15,0,20,0,0
3,4,-1,-1,15,0,20,0,0,6
4,-1,-1,15,0,20,0,0,6,9
-1,-1,15,0,20,0,0,6,9,4
-1,15,0,20,0,0,6,9,4,1
1,14,9,4,14,7,6,0,0,13
14,9,4,14,7,6,0,0,13,0
9,4,14,7,6,0,0,13,0,6
4,14,7,6,0,0,13,0,6,7
14,7,6,0,0,13,0,6,7,6
7,6,0,0,13,0,6,7,6,10
6,0,0,13,0,6,7,6,10,0
0,0,13,0,6,7,6,10,0,20
0,13,0,6,7,6,10,0,20,8
13,0,6,7,6,10,0,20,8,32
0,6,7,6,10,0,20,8,32,0
6,7,6,10,0,20,8,32,0,12
7,6,10,0,20,8,32,0,12,2
6,10,0,20,8,32,0,12,2,19
10,0,20,8,32,0,12,2,19,6
0,6,76,30,26,6,24,0,16,10
6,76,30,26,6,24,0,16,10,4
76,30,26,6,24,0,16,10,4,3
30,26,6,24,0,16,10,4,3,3
26,6,24,0,16,10,4,3,3,5
6,24,0,16,10,4,3,3,5,13
24,0,16,10,4,3,3,5,13,12
0,16,10,4,3,3,5,13,12,21
16,10,4,3,3,5,13,12,21,27
10,4,3,3,5,13,12,21,27,12
4,3,3,5,13,12,21,27,12,18
3,3,5,13,12,21,27,12,18,12
3,5,13,12,21,27,12,18,12,21
5,13,12,21,27,12,18,12,21,12
13,12,21,27,12,18,12,21,12,0
2,12,27,4,5,13,7,6,7,7
12,27,4,5,13,7,6,7,7,10
27,4,5,13,7,6,7,7,10,11
4,5,13,7,6,7,7,10,11,4
5,13,7,6,7,7,10,11,4,15
13,7,6,7,7,10,11,4,15,9
7,6,7,7,10,11,4,15,9,7
6,7,7,10,11,4,15,9,7,24
7,7,10,11,4,15,9,7,24,18
7,10,11,4,15,9,7,24,18,16
10,11,4,15,9,7,24,18,16,10
11,4,15,9,7,24,18,16,10,22
4,15,9,7,24,18,16,10,22,16
15,9,7,24,18,16,10,22,16,34
9,7,24,18,16,10,22,16,34,13
11,6,9,35,7,2,16,11,9,17
6,9,35,7,2,16,11,9,17,32
9,35,7,2,16,11,9,17,32,37
35,7,2,16,11,9,17,32,37,26
7,2,16,11,9,17,32,37,26,18
2,16,11,9,17,32,37,26,18,14
16,11,9,17,32,37,26,18,14,22
11,9,17,32,37,26,18,14,22,0
9,17,32,37,26,18,14,22,0,15
17,32,37,26,18,14,22,0,15,21
32,37,26,18,14,22,0,15,21,4
37,26,18,14,22,0,15,21,4,13
26,18,14,22,0,15,21,4,13,8
18,14,22,0,15,21,4,13,8,4
14,22,0,15,21,4,13,8,4,20
13,20,21,41,21,22,40,28,76,36
20,21,41,21,22,40,28,76,36,11
21,41,21,22,40,28,76,36,11,8
41,21,22,40,28,76,36,11,8,14
21,22,40,28,76,36,11,8,14,18
22,40,28,76,36,11,8,14,18,11
40,28,76,36,11,8,14,18,11,46
28,76,36,11,8,14,18,11,46,15
76,36,11,8,14,18,11,46,15,0
36,11,8,14,18,11,46,15,0,12
11,8,14,18,11,46,15,0,12,18
8,14,18,11,46,15,0,12,18,14
14,18,11,46,15,0,12,18,14,5
18,11,46,15,0,12,18,14,5,1
11,46,15,0,12,18,14,5,1,0
-1,11,4,2,22,10,15,0,20,0
11,4,2,22,10,15,0,20,0,21
4,2,22,10,15,0,20,0,21,11
2,22,10,15,0,20,0,21,11,23
22,10,15,0,20,0,21,11,23,52
10,15,0,20,0,21,11,23,52,1
15,0,20,0,21,11,23,52,1,12
0,20,0,21,11,23,52,1,12,21
20,0,21,11,23,52,1,12,21,19
0,21,11,23,52,1,12,21,19,65
21,11,23,52,1,12,21,19,65,26
11,23,52,1,12,21,19,65,26,31
23,52,1,12,21,19,65,26,31,3
52,1,12,21,19,65,26,31,3,14
1,12,21,19,65,26,31,3,14,1
31,22,16,22,75,46,33,52,14,0
22,16,22,75,46,33,52,14,0,23
16,22,75,46,33,52,14,0,23,40
22,75,46,33,52,14,0,23,40,18
75,46,33,52,14,0,23,40,18,30
46,33,52,14,0,23,40,18,30,14
33,52,14,0,23,40,18,30,14,6
52,14,0,23,40,18,30,14,6,22
14,0,23,40,18,30,14,6,22,10
0,23,40,18,30,14,6,22,10,46
23,40,18,30,14,6,22,10,46,53
40,18,30,14,6,22,10,46,53,16
18,30,14,6,22,10,46,53,16,15
30,14,6,22,10,46,53,16,15,18
14,6,22,10,46,53,16,15,18,32
0,21,23,12,0,8,11,0,10,10
21,23,12,0,8,11,0,10,10,1
23,12,0,8,11,0,10,10,1,21
12,0,8,11,0,10,10,1,21,32
0,8,11,0,10,10,1,21,32,27
8,11,0,10,10,1,21,32,27,0
11,0,10,10,1,21,32,27,0,10
0,10,10,1,21,32,27,0,10,3
10,10,1,21,32,27,0,10,3,21
10,1,21,32,27,0,10,3,21,0
1,21,32,27,0,10,3,21,0,20
21,32,27,0,10,3,21,0,20,2
32,27,0,10,3,21,0,20,2,0
27,0,10,3,21,0,20,2,0,5
0,10,3,21,0,20,2,0,5,26
1,7,57,32,14,34,47,39,21,19
7,57,32,14,34,47,39,21,19,43
57,32,14,34,47,39,21,19,43,51
32,14,34,47,39,21,19,43,51,13
14,34,47,39,21,19,43,51,13,0
34,47,39,21,19,43,51,13,0,0
47,39,21,19,43,51,13,0,0,19
39,21,19,43,51,13,0,0,19,41
21,19,43,51,13,0,0,19,41,21
19,43,51,13,0,0,19,41,21,52
43,51,13,0,0,19,41,21,52,9
51,13,0,0,19,41,21,52,9,9
13,0,0,19,41,21,52,9,9,19
0,0,19,41,21,52,9,9,19,31
0,19,41,21,52,9,9,19,31,24
36,11,29,25,31,20,21,23,14,9
11,29,25,31,20,21,23,14,9,13
29,25,31,20,21,23,14,9,13,7
25,31,20,21,23,14,9,13,7,4
31,20,21,23,14,9,13,7,4,4
20,21,23,14,9,13,7,4,4,-1
21,23,14,9,13,7,4,4,-1,23
23,14,9,13,7,4,4,-1,23,0
14,9,13,7,4,4,-1,23,0,9
9,13,7,4,4,-1,23,0,9,2
13,7,4,4,-1,23,0,9,2,0
7,4,4,-1,23,0,9,2,0,1
4,4,-1,23,0,9,2,0,1,8
4,-1,23,0,9,2,0,1,8,4
-1,23,0,9,2,0,1,8,4,1
2,8,9,4,20,10,1,1,3,12
8,9,4,20,10,1,1,3,12,0
9,4,20,10,1,1,3,12,0,3
4,20,10,1,1,3,12,0,3,7
20,10,1,1,3,12,0,3,7,4
10,1,1,3,12,0,3,7,4,10
1,1,3,12,0,3,7,4,10,0
1,3,12,0,3,7,4,10,0,25
3,12,0,3,7,4,10,0,25,0
12,0,3,7,4,10,0,25,0,34
0,3,7,4,10,0,25,0,34,8
3,7,4,10,0,25,0,34,8,19
7,4,10,0,25,0,34,8,19,5
4,10,0,25,0,34,8,19,5,11
10,0,25,0,34,8,19,5,11,14
3,10,25,36,31,13,15,0,20,10
10,25,36,31,13,15,0,20,10,2
25,36,31,13,15,0,20,10,2,4
36,31,13,15,0,20,10,2,4,10
31,13,15,0,20,10,2,4,10,3
13,15,0,20,10,2,4,10,3,15
15,0,20,10,2,4,10,3,15,10
0,20,10,2,4,10,3,15,10,29
20,10,2,4,10,3,15,10,29,24
10,2,4,10,3,15,10,29,24,12
2,4,10,3,15,10,29,24,12,18
4,10,3,15,10,29,24,12,18,11
10,3,15,10,29,24,12,18,11,20
3,15,10,29,24,12,18,11,20,21
15,10,29,24,12,18,11,20,21,2
6,16,22,4,9,8,10,4,2,7
16,22,4,9,8,10,4,2,7,19
22,4,9,8,10,4,2,7,19,13
4,9,8,10,4,2,7,19,13,9
9,8,10,4,2,7,19,13,9,18
8,10,4,2,7,19,13,9,18,9
