id,value
id_308,32
id_309,44
id_310,57
id_311,62
id_312,59
id_313,4
id_314,23
id_315,59
id_316,57
id_317,11
id_318,51
id_319,32
id_320,18
id_321,11
id_322,0
id_323,9
id_324,29
id_325,7
id_326,11
id_327,14
id_328,22
id_329,22
id_330,0
id_331,16
id_332,22
id_333,9
id_334,11
id_335,26
id_336,11
id_337,6
id_338,9
id_339,11
id_340,14
id_341,6
id_342,6
id_343,9
id_344,20
id_345,6
id_346,20
id_347,20
id_348,11
id_349,0
id_350,9
id_351,18
id_352,6
id_353,11
id_354,0
id_355,9
id_356,0
id_357,6
id_358,42
id_359,11
id_360,11
id_361,22
id_362,6
id_363,20
id_364,6
id_365,22
id_366,22
id_367,11
id_368,27
id_369,4
id_370,11
id_371,18
id_372,27
id_373,48
id_374,29
id_375,22
id_376,18
id_377,27
id_378,19
id_379,24
id_380,9
id_381,13
id_382,18
id_383,11
id_384,27
id_385,18
id_386,39
id_387,18
id_388,11
id_389,11
id_390,6
id_391,42
id_392,15
id_393,9
id_394,4
id_395,9
id_396,9
id_397,22
id_398,11
id_399,6
id_400,37
id_401,27
id_402,51
id_403,13
id_404,25
id_405,23
id_406,0
id_407,7
id_408,44
id_409,21
id_410,11
id_411,51
id_412,6
id_413,9
id_414,62
id_415,4
id_416,19
id_417,72
id_418,27
id_419,21
id_420,29
id_421,0
id_422,44
id_423,11
id_424,21
id_425,29
id_426,36
id_427,4
id_428,21
id_429,9
id_430,16
id_431,11
id_432,24
id_433,71
id_434,9
id_435,21
id_436,45
id_437,7
id_438,14
id_439,42
id_440,9
id_441,54
id_442,21
id_443,34
id_444,54
id_445,13
id_446,19
id_447,39
id_448,4
id_449,60
id_450,29
id_451,44
id_452,9
id_453,0
id_454,0
id_455,44
id_456,21
id_457,50
id_458,13
id_459,70
id_460,32
id_461,0
id_462,31
id_463,7
id_464,51
id_465,21
id_466,39
id_467,21
id_468,21
id_469,7
id_470,23
id_471,13
id_472,19
id_473,34
id_474,4
id_475,14
id_476,0
id_477,19
id_478,27
id_479,7
id_480,21
id_481,57
id_482,31
id_483,36
id_484,19
id_485,39
id_486,59
id_487,14
id_488,62
id_489,13
id_490,32
id_491,21
id_492,44
id_493,29
id_494,61
id_495,29
id_496,34
id_497,62
id_498,21
id_499,13
id_500,6
id_501,19
id_502,32
id_503,66
id_504,62
id_505,7
id_506,23
id_507,24
id_508,9
id_509,14
id_510,14
id_511,7
id_512,19
id_513,41
id_514,34
id_515,14
id_516,44
id_517,23
id_518,0
id_519,14
id_520,11
id_521,41
id_522,34
id_523,25
id_524,6
id_525,62
id_526,54
id_527,37
id_528,21
id_529,4
id_530,37
id_531,22
id_532,13
id_533,27
id_534,23
id_535,26
id_536,23
id_537,34
id_538,16
id_539,44
id_540,19
id_541,36
id_542,32
id_543,37
id_544,29
id_545,34
id_546,30
id_547,29
id_548,32
id_549,39
id_550,57
id_551,62
id_552,56
id_553,0
id_554,11
id_555,59
id_556,32
id_557,13
id_558,57
id_559,29
id_560,16
id_561,9
id_562,0
id_563,16
id_564,26
id_565,6
id_566,18
id_567,9
id_568,22
id_569,29
id_570,6
id_571,13
id_572,21
id_573,9
id_574,15
id_575,29
id_576,22
id_577,9
id_578,9
id_579,20
id_580,14
id_581,6
id_582,6
id_583,0
id_584,25
id_585,11
id_586,20
id_587,20
id_588,6
id_589,0
id_590,18
id_591,22
id_592,7
id_593,11
id_594,16
id_595,6
id_596,20
id_597,11
id_598,42
id_599,15
id_600,0
id_601,11
id_602,6
id_603,6
id_604,6
id_605,14
id_606,22
id_607,6
id_608,22
id_609,4
id_610,11
id_611,18
id_612,25
id_613,48
id_614,29
id_615,22
id_616,11
id_617,29
id_618,24
id_619,29
id_620,13
id_621,13
id_622,16
id_623,11
id_624,15
id_625,16
id_626,39
id_627,19
id_628,11
id_629,11
id_630,13
id_631,31
id_632,15
id_633,9
id_634,15
id_635,26
id_636,9
id_637,13
id_638,13
id_639,9
id_640,37
id_641,20
id_642,51
id_643,9
id_644,27
id_645,23
id_646,36
id_647,0
id_648,42
id_649,21
id_650,18
id_651,51
id_652,6
id_653,9
id_654,72
id_655,11
id_656,19
id_657,44
id_658,21
id_659,21
id_660,29
id_661,13
id_662,44
id_663,11
id_664,11
id_665,29
id_666,35
id_667,13
id_668,21
id_669,4
id_670,18
id_671,16
id_672,22
id_673,59
id_674,19
id_675,16
id_676,42
id_677,14
id_678,14
id_679,42
id_680,9
id_681,39
id_682,0
id_683,34
id_684,54
id_685,13
id_686,19
id_687,34
id_688,6
id_689,48
id_690,29
id_691,72
id_692,9
id_693,0
id_694,9
id_695,62
id_696,20
id_697,59
id_698,6
id_699,70
id_700,48
id_701,51
id_702,34
id_703,19
id_704,61
id_705,9
id_706,32
id_707,26
id_708,21
id_709,7
id_710,31
id_711,13
id_712,23
id_713,34
id_714,11
id_715,13
id_716,6
id_717,7
id_718,21
id_719,6
id_720,29
id_721,70
id_722,32
id_723,36
id_724,7
id_725,34
id_726,59
id_727,14
id_728,62
id_729,21
id_730,36
id_731,34
id_732,35
id_733,21
id_734,70
id_735,21
id_736,34
id_737,48
id_738,9
id_739,13
id_740,0
id_741,4
id_742,42
id_743,61
id_744,44
id_745,0
id_746,21
id_747,24
id_748,11
id_749,7
id_750,14
id_751,7
id_752,34
id_753,24
id_754,24
id_755,9
id_756,44
id_757,32
id_758,0
id_759,11
id_760,11
id_761,36
id_762,34
id_763,27
id_764,11
id_765,62
id_766,45
id_767,39
id_768,21
id_769,4
id_770,41
id_771,27
id_772,16
id_773,21
id_774,36
id_775,26
id_776,25
id_777,31
id_778,23
id_779,54
id_780,11
id_781,49
id_782,29
id_783,41
id_784,29
id_785,32
id_786,25
id_787,45
id_788,34
id_789,21
id_790,57
id_791,42
id_792,44
id_793,0
id_794,11
id_795,48
id_796,45
id_797,13
id_798,62
id_799,26
id_800,9
id_801,6
id_802,6
id_803,21
id_804,19
id_805,11
id_806,11
id_807,31
id_808,20
id_809,22
id_810,9
id_811,14
id_812,16
id_813,9
id_814,22
id_815,29
id_816,23
id_817,6
id_818,6
id_819,11
id_820,11
id_821,14
id_822,14
id_823,0
id_824,9
id_825,22
id_826,20
id_827,20
id_828,6
id_829,0
id_830,18
id_831,22
id_832,14
id_833,22
id_834,18
id_835,7
id_836,20
id_837,21
id_838,42
id_839,11
id_840,0
id_841,9
id_842,11
id_843,11
id_844,6
id_845,18
id_846,18
id_847,9
id_848,22
id_849,4
id_850,11
id_851,22
id_852,24
id_853,44
id_854,22
id_855,14
id_856,18
id_857,29
id_858,29
id_859,37
id_860,9
id_861,13
id_862,22
id_863,11
id_864,18
id_865,13
id_866,30
id_867,16
id_868,11
id_869,19
id_870,13
id_871,30
id_872,18
id_873,9
id_874,22
id_875,25
id_876,9
id_877,13
id_878,11
id_879,4
id_880,37
id_881,20
id_882,51
id_883,18
id_884,24
id_885,27
id_886,29
id_887,9
id_888,42
id_889,27
id_890,22
id_891,51
id_892,6
id_893,9
id_894,44
id_895,7
id_896,19
id_897,44
id_898,21
id_899,21
id_900,29
id_901,9
id_902,39
id_903,21
id_904,14
id_905,34
id_906,33
id_907,16
id_908,19
id_909,13
id_910,14
id_911,7
id_912,26
id_913,62
id_914,29
id_915,16
id_916,42
id_917,14
id_918,11
id_919,35
id_920,19
id_921,34
id_922,13
id_923,24
id_924,44
id_925,4
id_926,19
id_927,34
id_928,19
id_929,46
id_930,29
id_931,71
id_932,19
id_933,70
id_934,9
id_935,70
id_936,9
id_937,57
id_938,0
id_939,70
id_940,41
id_941,70
id_942,34
id_943,21
id_944,57
id_945,4
id_946,48
id_947,48
id_948,11
id_949,14
id_950,31
id_951,19
id_952,24
id_953,26
id_954,11
id_955,19
id_956,7
id_957,7
id_958,26
id_959,6
id_960,29
id_961,70
id_962,35
id_963,49
id_964,7
id_965,29
id_966,57
id_967,21
id_968,70
id_969,11
id_970,36
id_971,42
id_972,57
id_973,22
id_974,57
id_975,21
id_976,36
id_977,36
id_978,9
id_979,13
id_980,0
id_981,9
id_982,32
id_983,41
id_984,36
id_985,4
id_986,11
id_987,21
id_988,23
id_989,0
id_990,14
id_991,7
id_992,34
id_993,16
id_994,24
id_995,34
id_996,30
id_997,32
id_998,4
id_999,14
id_1000,23
id_1001,34
id_1002,46
id_1003,24
id_1004,13
id_1005,61
id_1006,45
id_1007,41
id_1008,21
id_1009,0
id_1010,41
id_1011,21
id_1012,23
id_1013,24
id_1014,36
id_1015,39
id_1016,27
id_1017,29
id_1018,29
id_1019,59
id_1020,4
id_1021,59
id_1022,31
id_1023,39
id_1024,32
id_1025,27
id_1026,23
id_1027,57
id_1028,34
id_1029,21
id_1030,57
id_1031,62
id_1032,39
id_1033,0
id_1034,11
id_1035,54
id_1036,62
id_1037,13
id_1038,54
id_1039,34
id_1040,9
id_1041,11
id_1042,6
id_1043,25
id_1044,16
id_1045,16
id_1046,9
id_1047,27
id_1048,24
id_1049,16
id_1050,9
id_1051,4
id_1052,23
id_1053,9
id_1054,13
id_1055,31
id_1056,22
id_1057,11
id_1058,6
id_1059,15
id_1060,15
id_1061,21
id_1062,14
id_1063,7
id_1064,9
id_1065,22
id_1066,23
id_1067,20
id_1068,14
id_1069,6
id_1070,20
id_1071,13
id_1072,14
id_1073,18
id_1074,9
id_1075,14
id_1076,22
id_1077,21
id_1078,27
id_1079,6
id_1080,6
id_1081,4
id_1082,6
id_1083,6
id_1084,6
id_1085,18
id_1086,22
id_1087,13
id_1088,14
id_1089,4
id_1090,0
id_1091,16
id_1092,29
id_1093,38
id_1094,22
id_1095,16
id_1096,13
id_1097,22
id_1098,37
id_1099,48
id_1100,11
id_1101,9
id_1102,13
id_1103,16
id_1104,13
id_1105,4
id_1106,25
id_1107,13
id_1108,19
id_1109,21
id_1110,11
id_1111,30
id_1112,18
id_1113,9
id_1114,26
id_1115,42
id_1116,13
id_1117,20
id_1118,13
id_1119,6
id_1120,44
id_1121,20
id_1122,51
id_1123,18
id_1124,27
id_1125,23
id_1126,29
id_1127,6
id_1128,72
id_1129,23
id_1130,16
id_1131,59
id_1132,0
id_1133,9
id_1134,44
id_1135,0
id_1136,13
id_1137,44
id_1138,27
id_1139,21
id_1140,34
id_1141,9
id_1142,36
id_1143,21
id_1144,0
id_1145,34
id_1146,41
id_1147,18
id_1148,18
id_1149,16
id_1150,14
id_1151,0
id_1152,21
id_1153,51
id_1154,32
id_1155,16
id_1156,42
id_1157,9
id_1158,11
id_1159,30
id_1160,25
id_1161,34
id_1162,18
id_1163,19
id_1164,44
id_1165,4
id_1166,13
id_1167,24
id_1168,21
id_1169,46
id_1170,29
id_1171,62
id_1172,9
id_1173,9
id_1174,9
id_1175,0
id_1176,32
id_1177,59
id_1178,4
id_1179,60
id_1180,49
id_1181,70
id_1182,27
id_1183,38
id_1184,61
id_1185,0
id_1186,34
id_1187,31
id_1188,19
id_1189,7
id_1190,36
id_1191,23
id_1192,21
id_1193,21
id_1194,16
id_1195,13
id_1196,11
id_1197,6
id_1198,21
id_1199,7
id_1200,29
id_1201,62
id_1202,35
id_1203,49
id_1204,7
id_1205,29
id_1206,44
id_1207,21
id_1208,62
id_1209,6
id_1210,24
id_1211,42
id_1212,48
id_1213,22
id_1214,60
id_1215,14
id_1216,59
id_1217,36
id_1218,9
id_1219,13
id_1220,0
id_1221,11
id_1222,32
id_1223,24
id_1224,42
id_1225,14
id_1226,19
id_1227,19
id_1228,35
id_1229,4
id_1230,7
id_1231,7
id_1232,34
id_1233,11
id_1234,24
id_1235,62
id_1236,23
id_1237,32
id_1238,14
id_1239,9
id_1240,30
id_1241,31
id_1242,46
id_1243,26
id_1244,16
id_1245,54
id_1246,48
id_1247,36
id_1248,29
id_1249,11
id_1250,41
id_1251,24
id_1252,29
id_1253,18
id_1254,36
id_1255,41
id_1256,24
id_1257,22
id_1258,36
id_1259,50
id_1260,0
id_1261,56
id_1262,42
id_1263,32
id_1264,27
id_1265,19
id_1266,36
id_1267,57
id_1268,32
id_1269,30
id_1270,51
id_1271,62
id_1272,21
id_1273,11
id_1274,11
id_1275,33
id_1276,62
id_1277,13
id_1278,59
id_1279,33
id_1280,9
id_1281,20
id_1282,6
id_1283,29
id_1284,9
id_1285,18
id_1286,0
id_1287,22
id_1288,26
id_1289,22
id_1290,16
id_1291,0
id_1292,29
id_1293,6
id_1294,26
id_1295,29
id_1296,11
id_1297,11
id_1298,0
id_1299,14
id_1300,11
id_1301,27
id_1302,14
id_1303,7
id_1304,9
id_1305,20
id_1306,29
id_1307,22
id_1308,21
id_1309,11
id_1310,25
id_1311,9
id_1312,14
id_1313,20
id_1314,18
id_1315,14
id_1316,16
id_1317,21
id_1318,21
id_1319,9
id_1320,0
id_1321,4
id_1322,9
id_1323,6
id_1324,14
id_1325,18
id_1326,18
id_1327,13
id_1328,16
id_1329,11
id_1330,0
id_1331,22
id_1332,22
id_1333,42
id_1334,18
id_1335,9
id_1336,13
id_1337,22
id_1338,48
id_1339,48
id_1340,16
id_1341,4
id_1342,13
id_1343,13
id_1344,13
id_1345,9
id_1346,0
id_1347,13
id_1348,21
id_1349,21
id_1350,9
id_1351,23
id_1352,21
id_1353,9
id_1354,27
id_1355,31
id_1356,11
id_1357,20
id_1358,18
id_1359,6
id_1360,44
id_1361,20
id_1362,59
id_1363,20
id_1364,20
id_1365,18
id_1366,29
id_1367,6
id_1368,48
id_1369,23
id_1370,13
id_1371,41
id_1372,0
id_1373,9
id_1374,44
id_1375,9
id_1376,9
id_1377,44
id_1378,26
id_1379,22
id_1380,34
id_1381,19
id_1382,35
id_1383,19
id_1384,7
id_1385,29
id_1386,29
id_1387,18
id_1388,21
id_1389,18
id_1390,11
id_1391,0
id_1392,26
id_1393,70
id_1394,37
id_1395,20
id_1396,44
id_1397,4
id_1398,21
id_1399,36
id_1400,35
id_1401,24
id_1402,35
id_1403,19
id_1404,62
id_1405,6
id_1406,6
id_1407,19
id_1408,32
id_1409,41
id_1410,21
id_1411,59
id_1412,19
id_1413,0
id_1414,16
id_1415,0
id_1416,37
id_1417,59
id_1418,14
id_1419,60
id_1420,51
id_1421,62
id_1422,21
id_1423,32
id_1424,45
id_1425,6
id_1426,19
id_1427,13
id_1428,23
id_1429,0
id_1430,36
id_1431,24
id_1432,14
id_1433,9
id_1434,16
id_1435,13
id_1436,6
id_1437,6
id_1438,29
id_1439,0
id_1440,29
id_1441,62
id_1442,35
id_1443,48
id_1444,7
id_1445,14
id_1446,36
id_1447,24
id_1448,62
id_1449,19
id_1450,34
id_1451,44
id_1452,46
id_1453,22
id_1454,36
id_1455,14
id_1456,59
id_1457,21
id_1458,9
id_1459,13
id_1460,4
id_1461,23
id_1462,23
id_1463,16
id_1464,59
id_1465,34
id_1466,19
id_1467,16
id_1468,21
id_1469,14
id_1470,0
id_1471,7
id_1472,21
id_1473,7
id_1474,21
id_1475,62
id_1476,32
id_1477,32
id_1478,20
id_1479,34
id_1480,30
id_1481,21
id_1482,48
id_1483,21
id_1484,23
id_1485,54
id_1486,53
id_1487,34
id_1488,34
id_1489,11
id_1490,37
id_1491,18
id_1492,36
id_1493,21
id_1494,35
id_1495,45
id_1496,26
id_1497,22
id_1498,48
id_1499,44
id_1500,0
id_1501,44
id_1502,30
id_1503,37
id_1504,32
id_1505,24
id_1506,36
id_1507,57
id_1508,27
id_1509,37
id_1510,51
id_1511,62
id_1512,21
id_1513,9
id_1514,13
id_1515,33
id_1516,42
id_1517,16
id_1518,54
id_1519,33
id_1520,9
id_1521,20
id_1522,9
id_1523,44
id_1524,9
id_1525,9
id_1526,7
id_1527,13
id_1528,29
id_1529,20
id_1530,21
id_1531,9
id_1532,29
id_1533,11
id_1534,29
id_1535,29
id_1536,11
id_1537,7
id_1538,6
id_1539,0
id_1540,6
id_1541,27
id_1542,6
id_1543,7
id_1544,20
id_1545,20
id_1546,29
id_1547,22
id_1548,27
id_1549,22
id_1550,9
id_1551,0
id_1552,20
id_1553,20
id_1554,18
id_1555,14
id_1556,22
id_1557,21
id_1558,21
id_1559,9
id_1560,0
id_1561,11
id_1562,13
id_1563,6
id_1564,6
id_1565,18
id_1566,26
id_1567,14
id_1568,9
id_1569,4
id_1570,6
id_1571,22
id_1572,27
id_1573,45
id_1574,22
id_1575,14
id_1576,18
id_1577,18
id_1578,48
id_1579,48
id_1580,21
id_1581,4
id_1582,20
id_1583,13
id_1584,22
id_1585,9
id_1586,11
id_1587,9
id_1588,21
id_1589,11
id_1590,15
id_1591,11
id_1592,13
id_1593,9
id_1594,34
id_1595,30
id_1596,11
id_1597,22
id_1598,16
id_1599,11
id_1600,39
id_1601,20
id_1602,41
id_1603,9
id_1604,29
id_1605,22
id_1606,23
id_1607,6
id_1608,44
id_1609,27
id_1610,9
id_1611,42
id_1612,9
id_1613,9
id_1614,44
id_1615,6
id_1616,9
id_1617,31
id_1618,27
id_1619,19
id_1620,29
id_1621,29
id_1622,33
id_1623,18
id_1624,0
id_1625,32
id_1626,27
id_1627,21
id_1628,16
id_1629,18
id_1630,7
id_1631,6
id_1632,26
id_1633,70
id_1634,35
id_1635,11
id_1636,48
id_1637,13
id_1638,21
id_1639,25
id_1640,54
id_1641,19
id_1642,37
id_1643,19
id_1644,54
id_1645,19
id_1646,0
id_1647,19
id_1648,50
id_1649,31
id_1650,20
id_1651,70
id_1652,19
id_1653,0
id_1654,21
id_1655,62
id_1656,44
id_1657,59
id_1658,51
id_1659,41
id_1660,39
id_1661,59
id_1662,26
id_1663,39
id_1664,48
id_1665,7
id_1666,9
id_1667,34
id_1668,23
id_1669,0
id_1670,34
id_1671,21
id_1672,14
id_1673,4
id_1674,24
id_1675,13
id_1676,13
id_1677,7
id_1678,34
id_1679,4
id_1680,21
id_1681,70
id_1682,21
id_1683,29
id_1684,7
id_1685,21
id_1686,36
id_1687,14
id_1688,57
id_1689,21
id_1690,39
id_1691,50
id_1692,41
id_1693,21
id_1694,36
id_1695,14
id_1696,57
id_1697,21
id_1698,9
id_1699,13
id_1700,13
id_1701,35
id_1702,36
id_1703,11
id_1704,51
id_1705,28
id_1706,24
id_1707,13
id_1708,30
id_1709,34
id_1710,4
id_1711,14
id_1712,19
id_1713,7
id_1714,21
id_1715,44
id_1716,19
id_1717,29
id_1718,0
id_1719,62
id_1720,30
id_1721,21
id_1722,44
id_1723,29
id_1724,29
id_1725,54
id_1726,70
id_1727,31
id_1728,34
id_1729,23
id_1730,37
id_1731,21
id_1732,48
id_1733,19
id_1734,37
id_1735,37
id_1736,21
id_1737,20
id_1738,37
id_1739,36
id_1740,9
id_1741,39
id_1742,27
id_1743,32
id_1744,45
id_1745,29
id_1746,36
id_1747,49
id_1748,19
id_1749,37
id_1750,57
id_1751,54
id_1752,30
id_1753,11
id_1754,13
id_1755,34
id_1756,62
id_1757,9
id_1758,54
id_1759,37
id_1760,9
id_1761,22
id_1762,9
id_1763,31
id_1764,0
id_1765,6
id_1766,14
id_1767,9
id_1768,26
id_1769,16
id_1770,25
id_1771,6
id_1772,22
id_1773,11
id_1774,29
id_1775,20
id_1776,15
id_1777,7
id_1778,6
id_1779,4
id_1780,9
id_1781,20
id_1782,14
id_1783,6
id_1784,9
id_1785,16
id_1786,22
id_1787,11
id_1788,27
id_1789,22
id_1790,9
id_1791,9
id_1792,15
id_1793,20
id_1794,20
id_1795,20
id_1796,18
id_1797,0
id_1798,18
id_1799,9
id_1800,14
id_1801,4
id_1802,13
id_1803,9
id_1804,6
id_1805,22
id_1806,21
id_1807,14
id_1808,14
id_1809,11
id_1810,0
id_1811,27
id_1812,20
id_1813,51
id_1814,18
id_1815,14
id_1816,16
id_1817,22
id_1818,48
id_1819,48
id_1820,25
id_1821,14
id_1822,20
id_1823,9
id_1824,18
id_1825,16
id_1826,16
id_1827,4
id_1828,11
id_1829,11
id_1830,27
id_1831,11
id_1832,18
id_1833,9
id_1834,22
id_1835,30
id_1836,11
id_1837,22
id_1838,13
id_1839,19
id_1840,39
id_1841,13
id_1842,42
id_1843,20
id_1844,29
id_1845,24
id_1846,15
id_1847,0
id_1848,48
id_1849,23
id_1850,18
id_1851,42
id_1852,9
id_1853,9
id_1854,31
id_1855,6
id_1856,9
id_1857,27
id_1858,19
id_1859,19
id_1860,32
id_1861,32
id_1862,41
id_1863,21
id_1864,0
id_1865,41
id_1866,29
id_1867,20
id_1868,18
id_1869,21
id_1870,14
id_1871,14
id_1872,27
id_1873,70
id_1874,44
id_1875,11
id_1876,53
id_1877,16
id_1878,19
id_1879,22
id_1880,72
id_1881,19
id_1882,50
id_1883,13
id_1884,54
id_1885,21
id_1886,7
id_1887,21
id_1888,50
id_1889,22
id_1890,9
id_1891,70
id_1892,26
id_1893,0
id_1894,32
id_1895,62
id_1896,44
id_1897,57
id_1898,37
id_1899,41
id_1900,34
id_1901,59
id_1902,21
id_1903,32
id_1904,46
id_1905,11
id_1906,7
id_1907,59
id_1908,26
id_1909,0
id_1910,34
id_1911,14
id_1912,19
id_1913,0
id_1914,21
id_1915,21
id_1916,13
id_1917,0
id_1918,29
id_1919,0
id_1920,21
id_1921,62
id_1922,19
id_1923,29
id_1924,7
id_1925,29
id_1926,49
id_1927,19
id_1928,62
id_1929,31
id_1930,34
id_1931,42
id_1932,36
id_1933,34
id_1934,21
id_1935,11
id_1936,44
id_1937,21
id_1938,9
id_1939,13
id_1940,16
id_1941,21
id_1942,36
id_1943,7
id_1944,49
id_1945,32
id_1946,24
id_1947,9
id_1948,30
id_1949,28
id_1950,14
id_1951,14
id_1952,14
id_1953,7
id_1954,14
id_1955,36
id_1956,19
id_1957,34
id_1958,16
id_1959,62
id_1960,38
id_1961,29
id_1962,54
id_1963,21
id_1964,36
id_1965,57
id_1966,53
id_1967,21
id_1968,62
id_1969,30
id_1970,29
id_1971,19
id_1972,37
id_1973,27
id_1974,37
id_1975,36
id_1976,29
id_1977,20
id_1978,33
id_1979,30
id_1980,11
id_1981,21
id_1982,23
id_1983,57
id_1984,49
id_1985,32
id_1986,37
id_1987,51
id_1988,24
id_1989,37
id_1990,62
id_1991,59
id_1992,37
id_1993,11
id_1994,13
id_1995,29
id_1996,62
id_1997,4
id_1998,37
id_1999,36
id_2000,6
id_2001,22
id_2002,9
id_2003,27
id_2004,6
id_2005,6
id_2006,14
id_2007,9
id_2008,19
id_2009,22
id_2010,29
id_2011,14
id_2012,14
id_2013,11
id_2014,31
id_2015,11
id_2016,15
id_2017,7
id_2018,11
id_2019,6
id_2020,9
id_2021,20
id_2022,9
id_2023,6
id_2024,16
id_2025,31
id_2026,22
id_2027,9
id_2028,20
id_2029,20
id_2030,9
id_2031,9
id_2032,14
id_2033,20
id_2034,25
id_2035,15
id_2036,11
id_2037,36
id_2038,18
id_2039,0
id_2040,14
id_2041,6
id_2042,14
id_2043,9
id_2044,11
id_2045,22
id_2046,27
id_2047,9
id_2048,14
id_2049,11
id_2050,0
id_2051,29
id_2052,16
id_2053,25
id_2054,26
id_2055,22
id_2056,9
id_2057,18
id_2058,48
id_2059,44
id_2060,25
id_2061,14
id_2062,22
id_2063,6
id_2064,13
id_2065,9
id_2066,16
id_2067,9
id_2068,11
id_2069,18
id_2070,30
id_2071,18
id_2072,20
id_2073,13
id_2074,20
id_2075,23
id_2076,19
id_2077,31
id_2078,4
id_2079,22
id_2080,39
id_2081,19
id_2082,42
id_2083,13
id_2084,29
id_2085,24
id_2086,21
id_2087,0
id_2088,42
id_2089,18
id_2090,18
id_2091,62
id_2092,19
id_2093,4
id_2094,27
id_2095,6
id_2096,9
id_2097,19
id_2098,19
id_2099,29
id_2100,41
id_2101,37
id_2102,29
id_2103,16
id_2104,7
id_2105,34
id_2106,29
id_2107,32
id_2108,14
id_2109,20
id_2110,9
id_2111,14
id_2112,29
id_2113,70
id_2114,30
id_2115,11
id_2116,54
id_2117,18
id_2118,18
id_2119,22
id_2120,0
id_2121,21
id_2122,50
id_2123,6
id_2124,57
id_2125,32
id_2126,13
id_2127,13
id_2128,59
id_2129,14
id_2130,32
id_2131,61
id_2132,26
id_2133,0
id_2134,32
id_2135,57
id_2136,72
id_2137,70
id_2138,36
id_2139,21
id_2140,34
